"year","em","month","sector","global_total","units"
2050,"CO2",2,"SHP",72205.1441035349,"kt"
2050,"CO2",3,"SHP",88044.2692694516,"kt"
2050,"CO2",4,"SHP",84460.2617267157,"kt"
2050,"CO2",5,"SHP",88758.7208926969,"kt"
2050,"CO2",6,"SHP",82571.4245206029,"kt"
2050,"CO2",7,"SHP",91317.1830042778,"kt"
2050,"CO2",8,"SHP",92545.3762020091,"kt"
2050,"CO2",9,"SHP",88065.0088487447,"kt"
2050,"CO2",10,"SHP",94648.2511999661,"kt"
2050,"CO2",11,"SHP",92203.6401179084,"kt"
2050,"CO2",12,"SHP",93294.2575686901,"kt"
2050,"CO2",1,"NEGCO2",0,"kt"
2050,"CO2",2,"NEGCO2",0,"kt"
2050,"CO2",3,"NEGCO2",0,"kt"
2050,"CO2",4,"NEGCO2",0,"kt"
2050,"CO2",5,"NEGCO2",0,"kt"
2050,"CO2",6,"NEGCO2",0,"kt"
2050,"CO2",7,"NEGCO2",0,"kt"
2050,"CO2",8,"NEGCO2",0,"kt"
2050,"CO2",9,"NEGCO2",0,"kt"
2050,"CO2",10,"NEGCO2",0,"kt"
2050,"CO2",11,"NEGCO2",0,"kt"
2050,"CO2",12,"NEGCO2",0,"kt"
2060,"CO2",1,"AGR",0,"kt"
2060,"CO2",2,"AGR",0,"kt"
2060,"CO2",3,"AGR",0,"kt"
2060,"CO2",4,"AGR",0,"kt"
2060,"CO2",5,"AGR",0,"kt"
2060,"CO2",6,"AGR",0,"kt"
2060,"CO2",7,"AGR",0,"kt"
2060,"CO2",8,"AGR",0,"kt"
2060,"CO2",9,"AGR",0,"kt"
2060,"CO2",10,"AGR",0,"kt"
2060,"CO2",11,"AGR",0,"kt"
2060,"CO2",12,"AGR",0,"kt"
2060,"CO2",1,"ENE",1404084.93889523,"kt"
2060,"CO2",2,"ENE",1230727.87256522,"kt"
2060,"CO2",3,"ENE",1332307.29919593,"kt"
2060,"CO2",4,"ENE",1267219.52788587,"kt"
2060,"CO2",5,"ENE",1295693.57734357,"kt"
2060,"CO2",6,"ENE",1256119.43282313,"kt"
2060,"CO2",7,"ENE",1309133.9411559,"kt"
2060,"CO2",8,"ENE",1303609.21357543,"kt"
2060,"CO2",9,"ENE",1248042.34480496,"kt"
2060,"CO2",10,"ENE",1306782.88894854,"kt"
2060,"CO2",11,"ENE",1288724.14727117,"kt"
2060,"CO2",12,"ENE",1385116.89384529,"kt"
2060,"CO2",1,"IND",1065187.64512609,"kt"
2060,"CO2",2,"IND",967958.583399083,"kt"
2060,"CO2",3,"IND",1025158.4529684,"kt"
2060,"CO2",4,"IND",1004632.28318424,"kt"
2060,"CO2",5,"IND",981316.630967681,"kt"
2060,"CO2",6,"IND",939699.885126123,"kt"
2060,"CO2",7,"IND",947768.225304319,"kt"
2060,"CO2",8,"IND",971023.214630327,"kt"
2060,"CO2",9,"IND",927156.427395168,"kt"
2060,"CO2",10,"IND",1004571.62029369,"kt"
2060,"CO2",11,"IND",998360.554318766,"kt"
2060,"CO2",12,"IND",1071668.43162041,"kt"
2060,"CO2",1,"TRA",696113.674776322,"kt"
2060,"CO2",2,"TRA",628747.835281839,"kt"
2060,"CO2",3,"TRA",696113.674776322,"kt"
2060,"CO2",4,"TRA",673658.394944828,"kt"
2060,"CO2",5,"TRA",696113.674776322,"kt"
2060,"CO2",6,"TRA",673658.394944828,"kt"
2060,"CO2",7,"TRA",696113.674776322,"kt"
2060,"CO2",8,"TRA",696113.674776322,"kt"
2060,"CO2",9,"TRA",673658.394944828,"kt"
2060,"CO2",10,"TRA",696113.674776322,"kt"
2060,"CO2",11,"TRA",673658.394944828,"kt"
2060,"CO2",12,"TRA",696113.674776322,"kt"
2060,"CO2",1,"RCO",357939.203791235,"kt"
2060,"CO2",2,"RCO",291653.101909167,"kt"
2060,"CO2",3,"RCO",285197.649400092,"kt"
2060,"CO2",4,"RCO",231656.777782299,"kt"
2060,"CO2",5,"RCO",226720.501031239,"kt"
2060,"CO2",6,"RCO",217562.06831959,"kt"
2060,"CO2",7,"RCO",227231.62874698,"kt"
2060,"CO2",8,"RCO",226091.627427343,"kt"
2060,"CO2",9,"RCO",216966.04378947,"kt"
2060,"CO2",10,"RCO",236180.230678759,"kt"
2060,"CO2",11,"RCO",266471.848335298,"kt"
2060,"CO2",12,"RCO",343706.217054108,"kt"
2060,"CO2",1,"SLV",4294.24376385744,"kt"
2060,"CO2",2,"SLV",3878.67178670994,"kt"
2060,"CO2",3,"SLV",4294.24376385744,"kt"
2060,"CO2",4,"SLV",4155.71977147494,"kt"
2060,"CO2",5,"SLV",4294.24376385744,"kt"
2060,"CO2",6,"SLV",4155.71977147494,"kt"
2060,"CO2",7,"SLV",4294.24376385744,"kt"
2060,"CO2",8,"SLV",4294.24376385744,"kt"
2060,"CO2",9,"SLV",4155.71977147494,"kt"
2060,"CO2",10,"SLV",4294.24376385744,"kt"
2060,"CO2",11,"SLV",4155.71977147494,"kt"
2060,"CO2",12,"SLV",4294.24376385744,"kt"
2060,"CO2",1,"WST",11077.4398002021,"kt"
2060,"CO2",2,"WST",10005.4294969567,"kt"
2060,"CO2",3,"WST",11077.4398002021,"kt"
2060,"CO2",4,"WST",10720.1030324536,"kt"
2060,"CO2",5,"WST",11077.4398002021,"kt"
2060,"CO2",6,"WST",10720.1030324536,"kt"
2060,"CO2",7,"WST",11077.4398002021,"kt"
2060,"CO2",8,"WST",11077.4398002021,"kt"
2060,"CO2",9,"WST",10720.1030324536,"kt"
2060,"CO2",10,"WST",11077.4398002021,"kt"
2060,"CO2",11,"WST",10720.1030324536,"kt"
2060,"CO2",12,"WST",11077.4398002021,"kt"
2060,"CO2",1,"SHP",84171.0654498138,"kt"
2060,"CO2",2,"SHP",72230.0502243736,"kt"
2060,"CO2",3,"SHP",88074.6388675848,"kt"
2060,"CO2",4,"SHP",84489.3950732486,"kt"
2060,"CO2",5,"SHP",88789.3369305912,"kt"
2060,"CO2",6,"SHP",82599.906340042,"kt"
2060,"CO2",7,"SHP",91348.6815466986,"kt"
2060,"CO2",8,"SHP",92577.2983919217,"kt"
2060,"CO2",9,"SHP",88095.385600696,"kt"
2060,"CO2",10,"SHP",94680.8987462153,"kt"
2060,"CO2",11,"SHP",92235.4444308981,"kt"
2060,"CO2",12,"SHP",93326.4380744062,"kt"
2060,"CO2",1,"NEGCO2",0,"kt"
2060,"CO2",2,"NEGCO2",0,"kt"
2060,"CO2",3,"NEGCO2",0,"kt"
2060,"CO2",4,"NEGCO2",0,"kt"
2060,"CO2",5,"NEGCO2",0,"kt"
2060,"CO2",6,"NEGCO2",0,"kt"
2060,"CO2",7,"NEGCO2",0,"kt"
2060,"CO2",8,"NEGCO2",0,"kt"
2060,"CO2",9,"NEGCO2",0,"kt"
2060,"CO2",10,"NEGCO2",0,"kt"
2060,"CO2",11,"NEGCO2",0,"kt"
2060,"CO2",12,"NEGCO2",0,"kt"
2070,"CO2",1,"AGR",0,"kt"
2070,"CO2",2,"AGR",0,"kt"
2070,"CO2",3,"AGR",0,"kt"
2070,"CO2",4,"AGR",0,"kt"
2070,"CO2",5,"AGR",0,"kt"
2070,"CO2",6,"AGR",0,"kt"
2070,"CO2",7,"AGR",0,"kt"
2070,"CO2",8,"AGR",0,"kt"
2070,"CO2",9,"AGR",0,"kt"
2070,"CO2",10,"AGR",0,"kt"
2070,"CO2",11,"AGR",0,"kt"
2070,"CO2",12,"AGR",0,"kt"
2070,"CO2",1,"ENE",1174029.83309629,"kt"
2070,"CO2",2,"ENE",1028157.20865953,"kt"
2070,"CO2",3,"ENE",1111699.18991875,"kt"
2070,"CO2",4,"ENE",1056881.6675918,"kt"
2070,"CO2",5,"ENE",1078758.22212589,"kt"
2070,"CO2",6,"ENE",1045057.4559561,"kt"
2070,"CO2",7,"ENE",1089002.85690778,"kt"
2070,"CO2",8,"ENE",1083959.39277307,"kt"
2070,"CO2",9,"ENE",1038622.72096704,"kt"
2070,"CO2",10,"ENE",1089234.34244746,"kt"
2070,"CO2",11,"ENE",1075361.56825133,"kt"
2070,"CO2",12,"ENE",1157316.35954685,"kt"
2070,"CO2",1,"IND",1008418.64991055,"kt"
2070,"CO2",2,"IND",917130.507218027,"kt"
2070,"CO2",3,"IND",973529.439366951,"kt"
2070,"CO2",4,"IND",955626.890142906,"kt"
2070,"CO2",5,"IND",938635.224110781,"kt"
2070,"CO2",6,"IND",901601.012104373,"kt"
2070,"CO2",7,"IND",910721.853790872,"kt"
2070,"CO2",8,"IND",931654.379174519,"kt"
2070,"CO2",9,"IND",888099.385864969,"kt"
2070,"CO2",10,"IND",959567.749494427,"kt"
2070,"CO2",11,"IND",948876.077023203,"kt"
2070,"CO2",12,"IND",1015394.49013424,"kt"
2070,"CO2",1,"TRA",563244.264597177,"kt"
2070,"CO2",2,"TRA",508736.755120031,"kt"
2070,"CO2",3,"TRA",563244.264597177,"kt"
2070,"CO2",4,"TRA",545075.094771462,"kt"
2070,"CO2",5,"TRA",563244.264597177,"kt"
2070,"CO2",6,"TRA",545075.094771462,"kt"
2070,"CO2",7,"TRA",563244.264597177,"kt"
2070,"CO2",8,"TRA",563244.264597177,"kt"
2070,"CO2",9,"TRA",545075.094771462,"kt"
2070,"CO2",10,"TRA",563244.264597177,"kt"
2070,"CO2",11,"TRA",545075.094771462,"kt"
2070,"CO2",12,"TRA",563244.264597177,"kt"
2070,"CO2",1,"RCO",364953.682633427,"kt"
2070,"CO2",2,"RCO",299143.834302799,"kt"
2070,"CO2",3,"RCO",295205.607359603,"kt"
2070,"CO2",4,"RCO",242531.049492026,"kt"
2070,"CO2",5,"RCO",238155.952046043,"kt"
2070,"CO2",6,"RCO",228740.251814714,"kt"
2070,"CO2",7,"RCO",238873.00979448,"kt"
2070,"CO2",8,"RCO",237575.431022368,"kt"
2070,"CO2",9,"RCO",228001.543496222,"kt"
2070,"CO2",10,"RCO",247344.623459888,"kt"
2070,"CO2",11,"RCO",276041.110126931,"kt"
2070,"CO2",12,"RCO",351355.734373445,"kt"
2070,"CO2",1,"SLV",4294.02424164327,"kt"
2070,"CO2",2,"SLV",3878.47350858102,"kt"
2070,"CO2",3,"SLV",4294.02424164327,"kt"
2070,"CO2",4,"SLV",4155.50733062252,"kt"
2070,"CO2",5,"SLV",4294.02424164327,"kt"
2070,"CO2",6,"SLV",4155.50733062252,"kt"
2070,"CO2",7,"SLV",4294.02424164327,"kt"
2070,"CO2",8,"SLV",4294.02424164327,"kt"
2070,"CO2",9,"SLV",4155.50733062252,"kt"
2070,"CO2",10,"SLV",4294.02424164327,"kt"
2070,"CO2",11,"SLV",4155.50733062252,"kt"
2070,"CO2",12,"SLV",4294.02424164327,"kt"
2070,"CO2",1,"WST",11077.4397332387,"kt"
2070,"CO2",2,"WST",10005.4294364736,"kt"
2070,"CO2",3,"WST",11077.4397332387,"kt"
2070,"CO2",4,"WST",10720.1029676503,"kt"
2070,"CO2",5,"WST",11077.4397332387,"kt"
2070,"CO2",6,"WST",10720.1029676503,"kt"
2070,"CO2",7,"WST",11077.4397332387,"kt"
2070,"CO2",8,"WST",11077.4397332387,"kt"
2070,"CO2",9,"WST",10720.1029676503,"kt"
2070,"CO2",10,"WST",11077.4397332387,"kt"
2070,"CO2",11,"WST",10720.1029676503,"kt"
2070,"CO2",12,"WST",11077.4397332387,"kt"
2070,"CO2",1,"SHP",86804.9302315166,"kt"
2070,"CO2",2,"SHP",74490.2590556379,"kt"
2070,"CO2",3,"SHP",90830.6535174509,"kt"
2070,"CO2",4,"SHP",87133.2209642668,"kt"
2070,"CO2",5,"SHP",91567.7157747043,"kt"
2070,"CO2",6,"SHP",85184.6067132444,"kt"
2070,"CO2",7,"SHP",94207.1469100043,"kt"
2070,"CO2",8,"SHP",95474.2093971062,"kt"
2070,"CO2",9,"SHP",90852.0494533419,"kt"
2070,"CO2",10,"SHP",97643.6352088577,"kt"
2070,"CO2",11,"SHP",95121.6582077226,"kt"
2070,"CO2",12,"SHP",96246.7910143664,"kt"
2070,"CO2",1,"NEGCO2",0,"kt"
2070,"CO2",2,"NEGCO2",0,"kt"
2070,"CO2",3,"NEGCO2",0,"kt"
2070,"CO2",4,"NEGCO2",0,"kt"
2070,"CO2",5,"NEGCO2",0,"kt"
2070,"CO2",6,"NEGCO2",0,"kt"
2070,"CO2",7,"NEGCO2",0,"kt"
2070,"CO2",8,"NEGCO2",0,"kt"
2070,"CO2",9,"NEGCO2",0,"kt"
2070,"CO2",10,"NEGCO2",0,"kt"
2070,"CO2",11,"NEGCO2",0,"kt"
2070,"CO2",12,"NEGCO2",0,"kt"
2080,"CO2",1,"AGR",0,"kt"
2080,"CO2",2,"AGR",0,"kt"
2080,"CO2",3,"AGR",0,"kt"
2080,"CO2",4,"AGR",0,"kt"
2080,"CO2",5,"AGR",0,"kt"
2080,"CO2",6,"AGR",0,"kt"
2080,"CO2",7,"AGR",0,"kt"
2080,"CO2",8,"AGR",0,"kt"
2080,"CO2",9,"AGR",0,"kt"
2080,"CO2",10,"AGR",0,"kt"
2080,"CO2",11,"AGR",0,"kt"
2080,"CO2",12,"AGR",0,"kt"
2080,"CO2",1,"ENE",723347.91152964,"kt"
2080,"CO2",2,"ENE",631230.33619355,"kt"
2080,"CO2",3,"ENE",679118.925882658,"kt"
2080,"CO2",4,"ENE",644349.663897703,"kt"
2080,"CO2",5,"ENE",653400.139902297,"kt"
2080,"CO2",6,"ENE",631084.937106665,"kt"
2080,"CO2",7,"ENE",657226.775672803,"kt"
2080,"CO2",8,"ENE",653389.353787964,"kt"
2080,"CO2",9,"ENE",627889.082524496,"kt"
2080,"CO2",10,"ENE",662603.8251373,"kt"
2080,"CO2",11,"ENE",657133.087481252,"kt"
2080,"CO2",12,"ENE",710849.411931978,"kt"
2080,"CO2",1,"IND",880258.323515064,"kt"
2080,"CO2",2,"IND",801810.634514574,"kt"
2080,"CO2",3,"IND",852226.478498472,"kt"
2080,"CO2",4,"IND",839175.159712577,"kt"
2080,"CO2",5,"IND",828830.194145905,"kt"
2080,"CO2",6,"IND",799359.833749357,"kt"
2080,"CO2",7,"IND",808258.942398242,"kt"
2080,"CO2",8,"IND",826005.161541002,"kt"
2080,"CO2",9,"IND",784919.975809495,"kt"
2080,"CO2",10,"IND",846576.413288666,"kt"
2080,"CO2",11,"IND",831955.230742646,"kt"
2080,"CO2",12,"IND",887718.916783993,"kt"
2080,"CO2",1,"TRA",531531.518630777,"kt"
2080,"CO2",2,"TRA",480092.984569734,"kt"
2080,"CO2",3,"TRA",531531.518630777,"kt"
2080,"CO2",4,"TRA",514385.340610429,"kt"
2080,"CO2",5,"TRA",531531.518630777,"kt"
2080,"CO2",6,"TRA",514385.340610429,"kt"
2080,"CO2",7,"TRA",531531.518630777,"kt"
2080,"CO2",8,"TRA",531531.518630777,"kt"
2080,"CO2",9,"TRA",514385.340610429,"kt"
2080,"CO2",10,"TRA",531531.518630777,"kt"
2080,"CO2",11,"TRA",514385.340610429,"kt"
2080,"CO2",12,"TRA",531531.518630777,"kt"
2080,"CO2",1,"RCO",351000.763387374,"kt"
2080,"CO2",2,"RCO",289673.439606221,"kt"
2080,"CO2",3,"RCO",288636.305639204,"kt"
2080,"CO2",4,"RCO",240338.292753097,"kt"
2080,"CO2",5,"RCO",236807.007063855,"kt"
2080,"CO2",6,"RCO",227553.718644404,"kt"
2080,"CO2",7,"RCO",237424.461003374,"kt"
2080,"CO2",8,"RCO",236241.457485907,"kt"
2080,"CO2",9,"RCO",226869.091762933,"kt"
2080,"CO2",10,"RCO",245138.129925128,"kt"
2080,"CO2",11,"RCO",270154.142887636,"kt"
2080,"CO2",12,"RCO",338860.383269598,"kt"
2080,"CO2",1,"SLV",4293.76193993327,"kt"
2080,"CO2",2,"SLV",3878.23659090747,"kt"
2080,"CO2",3,"SLV",4293.76193993327,"kt"
2080,"CO2",4,"SLV",4155.253490258,"kt"
2080,"CO2",5,"SLV",4293.76193993327,"kt"
2080,"CO2",6,"SLV",4155.253490258,"kt"
2080,"CO2",7,"SLV",4293.76193993327,"kt"
2080,"CO2",8,"SLV",4293.76193993327,"kt"
2080,"CO2",9,"SLV",4155.253490258,"kt"
2080,"CO2",10,"SLV",4293.76193993327,"kt"
2080,"CO2",11,"SLV",4155.253490258,"kt"
2080,"CO2",12,"SLV",4293.76193993327,"kt"
2080,"CO2",1,"WST",11077.4396555855,"kt"
2080,"CO2",2,"WST",10005.4293663353,"kt"
2080,"CO2",3,"WST",11077.4396555855,"kt"
2080,"CO2",4,"WST",10720.1028925021,"kt"
2080,"CO2",5,"WST",11077.4396555855,"kt"
2080,"CO2",6,"WST",10720.1028925021,"kt"
2080,"CO2",7,"WST",11077.4396555855,"kt"
2080,"CO2",8,"WST",11077.4396555855,"kt"
2080,"CO2",9,"WST",10720.1028925021,"kt"
2080,"CO2",10,"WST",11077.4396555855,"kt"
2080,"CO2",11,"WST",10720.1028925021,"kt"
2080,"CO2",12,"WST",11077.4396555855,"kt"
2080,"CO2",1,"SHP",89242.3986543896,"kt"
2080,"CO2",2,"SHP",76581.9335005743,"kt"
2080,"CO2",3,"SHP",93381.1636000836,"kt"
2080,"CO2",4,"SHP",89579.9077379002,"kt"
2080,"CO2",5,"SHP",94138.9224464934,"kt"
2080,"CO2",6,"SHP",87576.5767133886,"kt"
2080,"CO2",7,"SHP",96852.4683818339,"kt"
2080,"CO2",8,"SHP",98155.1097789572,"kt"
2080,"CO2",9,"SHP",93403.1603303992,"kt"
2080,"CO2",10,"SHP",100385.452717165,"kt"
2080,"CO2",11,"SHP",97792.6590091087,"kt"
2080,"CO2",12,"SHP",98949.3853632666,"kt"
2080,"CO2",1,"NEGCO2",-49921.9109049315,"kt"
2080,"CO2",2,"NEGCO2",-45090.7582367123,"kt"
2080,"CO2",3,"NEGCO2",-49921.9109049315,"kt"
2080,"CO2",4,"NEGCO2",-48311.5266821918,"kt"
2080,"CO2",5,"NEGCO2",-49921.9109049315,"kt"
2080,"CO2",6,"NEGCO2",-48311.5266821918,"kt"
2080,"CO2",7,"NEGCO2",-49921.9109049315,"kt"
2080,"CO2",8,"NEGCO2",-49921.9109049315,"kt"
2080,"CO2",9,"NEGCO2",-48311.5266821918,"kt"
2080,"CO2",10,"NEGCO2",-49921.9109049315,"kt"
2080,"CO2",11,"NEGCO2",-48311.5266821918,"kt"
2080,"CO2",12,"NEGCO2",-49921.9109049315,"kt"
2090,"CO2",1,"AGR",0,"kt"
2090,"CO2",2,"AGR",0,"kt"
2090,"CO2",3,"AGR",0,"kt"
2090,"CO2",4,"AGR",0,"kt"
2090,"CO2",5,"AGR",0,"kt"
2090,"CO2",6,"AGR",0,"kt"
2090,"CO2",7,"AGR",0,"kt"
2090,"CO2",8,"AGR",0,"kt"
2090,"CO2",9,"AGR",0,"kt"
2090,"CO2",10,"AGR",0,"kt"
2090,"CO2",11,"AGR",0,"kt"
2090,"CO2",12,"AGR",0,"kt"
2090,"CO2",1,"ENE",274956.32987714,"kt"
2090,"CO2",2,"ENE",239228.557602611,"kt"
2090,"CO2",3,"ENE",255662.851934571,"kt"
2090,"CO2",4,"ENE",242304.087859426,"kt"
2090,"CO2",5,"ENE",243446.334637315,"kt"
2090,"CO2",6,"ENE",233788.887647672,"kt"
2090,"CO2",7,"ENE",242910.303296054,"kt"
2090,"CO2",8,"ENE",241245.566440726,"kt"
2090,"CO2",9,"ENE",233170.867523711,"kt"
2090,"CO2",10,"ENE",248359.731736334,"kt"
2090,"CO2",11,"ENE",247855.032334136,"kt"
2090,"CO2",12,"ENE",269321.101991515,"kt"
2090,"CO2",1,"IND",730591.906072574,"kt"
2090,"CO2",2,"IND",666877.400762619,"kt"
2090,"CO2",3,"IND",709419.166686768,"kt"
2090,"CO2",4,"IND",701508.828609944,"kt"
2090,"CO2",5,"IND",697001.669537443,"kt"
2090,"CO2",6,"IND",675503.484195649,"kt"
2090,"CO2",7,"IND",683565.57492339,"kt"
2090,"CO2",8,"IND",698020.26700217,"kt"
2090,"CO2",9,"IND",660529.333024513,"kt"
2090,"CO2",10,"IND",711456.361616223,"kt"
2090,"CO2",11,"IND",694021.753024376,"kt"
2090,"CO2",12,"IND",738328.550844328,"kt"
2090,"CO2",1,"TRA",456334.372005014,"kt"
2090,"CO2",2,"TRA",412172.981165819,"kt"
2090,"CO2",3,"TRA",456334.372005014,"kt"
2090,"CO2",4,"TRA",441613.908391949,"kt"
2090,"CO2",5,"TRA",456334.372005014,"kt"
2090,"CO2",6,"TRA",441613.908391949,"kt"
2090,"CO2",7,"TRA",456334.372005014,"kt"
2090,"CO2",8,"TRA",456334.372005014,"kt"
2090,"CO2",9,"TRA",441613.908391949,"kt"
2090,"CO2",10,"TRA",456334.372005014,"kt"
2090,"CO2",11,"TRA",441613.908391949,"kt"
2090,"CO2",12,"TRA",456334.372005014,"kt"
2090,"CO2",1,"RCO",294367.459082627,"kt"
2090,"CO2",2,"RCO",244766.014836112,"kt"
2090,"CO2",3,"RCO",246521.803809788,"kt"
2090,"CO2",4,"RCO",208676.494233848,"kt"
2090,"CO2",5,"RCO",206560.198594471,"kt"
2090,"CO2",6,"RCO",198569.89323689,"kt"
2090,"CO2",7,"RCO",207034.495067313,"kt"
2090,"CO2",8,"RCO",206116.364440972,"kt"
2090,"CO2",9,"RCO",198017.109959335,"kt"
2090,"CO2",10,"RCO",212724.441565202,"kt"
2090,"CO2",11,"RCO",230997.247189126,"kt"
2090,"CO2",12,"RCO",285117.644945864,"kt"
2090,"CO2",1,"SLV",4293.47040364116,"kt"
2090,"CO2",2,"SLV",3877.97326780491,"kt"
2090,"CO2",3,"SLV",4293.47040364116,"kt"
2090,"CO2",4,"SLV",4154.97135836241,"kt"
2090,"CO2",5,"SLV",4293.47040364116,"kt"
2090,"CO2",6,"SLV",4154.97135836241,"kt"
2090,"CO2",7,"SLV",4293.47040364116,"kt"
2090,"CO2",8,"SLV",4293.47040364116,"kt"
2090,"CO2",9,"SLV",4154.97135836241,"kt"
2090,"CO2",10,"SLV",4293.47040364116,"kt"
2090,"CO2",11,"SLV",4154.97135836241,"kt"
2090,"CO2",12,"SLV",4293.47040364116,"kt"
2090,"CO2",1,"WST",11077.4395798135,"kt"
2090,"CO2",2,"WST",10005.4292978961,"kt"
2090,"CO2",3,"WST",11077.4395798135,"kt"
2090,"CO2",4,"WST",10720.1028191744,"kt"
2090,"CO2",5,"WST",11077.4395798135,"kt"
2090,"CO2",6,"WST",10720.1028191744,"kt"
2090,"CO2",7,"WST",11077.4395798135,"kt"
2090,"CO2",8,"WST",11077.4395798135,"kt"
2090,"CO2",9,"WST",10720.1028191744,"kt"
2090,"CO2",10,"WST",11077.4395798135,"kt"
2090,"CO2",11,"WST",10720.1028191744,"kt"
2090,"CO2",12,"WST",11077.4395798135,"kt"
2090,"CO2",1,"SHP",91470.4460183386,"kt"
2090,"CO2",2,"SHP",78493.8966216336,"kt"
2090,"CO2",3,"SHP",95712.540373218,"kt"
2090,"CO2",4,"SHP",91816.3814354659,"kt"
2090,"CO2",5,"SHP",96489.2176107257,"kt"
2090,"CO2",6,"SHP",89763.0347628366,"kt"
2090,"CO2",7,"SHP",99270.5105918578,"kt"
2090,"CO2",8,"SHP",100605.674049961,"kt"
2090,"CO2",9,"SHP",95735.0862792364,"kt"
2090,"CO2",10,"SHP",102891.700270768,"kt"
2090,"CO2",11,"SHP",100234.174246307,"kt"
2090,"CO2",12,"SHP",101419.779711101,"kt"
2090,"CO2",1,"NEGCO2",-194831.536926301,"kt"
2090,"CO2",2,"NEGCO2",-175976.872062466,"kt"
2090,"CO2",3,"NEGCO2",-194831.536926301,"kt"
2090,"CO2",4,"NEGCO2",-188546.648638356,"kt"
2090,"CO2",5,"NEGCO2",-194831.536926301,"kt"
2090,"CO2",6,"NEGCO2",-188546.648638356,"kt"
2090,"CO2",7,"NEGCO2",-194831.536926301,"kt"
2090,"CO2",8,"NEGCO2",-194831.536926301,"kt"
2090,"CO2",9,"NEGCO2",-188546.648638356,"kt"
2090,"CO2",10,"NEGCO2",-194831.536926301,"kt"
2090,"CO2",11,"NEGCO2",-188546.648638356,"kt"
2090,"CO2",12,"NEGCO2",-194831.536926301,"kt"
2100,"CO2",1,"AGR",0,"kt"
2100,"CO2",2,"AGR",0,"kt"
2100,"CO2",3,"AGR",0,"kt"
2100,"CO2",4,"AGR",0,"kt"
2100,"CO2",5,"AGR",0,"kt"
2100,"CO2",6,"AGR",0,"kt"
2100,"CO2",7,"AGR",0,"kt"
2100,"CO2",8,"AGR",0,"kt"
2100,"CO2",9,"AGR",0,"kt"
2100,"CO2",10,"AGR",0,"kt"
2100,"CO2",11,"AGR",0,"kt"
2100,"CO2",12,"AGR",0,"kt"
2100,"CO2",1,"ENE",168664.208731578,"kt"
2100,"CO2",2,"ENE",146914.34480091,"kt"
2100,"CO2",3,"ENE",156974.292439577,"kt"
2100,"CO2",4,"ENE",148992.161290281,"kt"
2100,"CO2",5,"ENE",149636.511470946,"kt"
2100,"CO2",6,"ENE",143124.732569922,"kt"
2100,"CO2",7,"ENE",148366.340635468,"kt"
2100,"CO2",8,"ENE",147531.590423038,"kt"
2100,"CO2",9,"ENE",142893.048940418,"kt"
2100,"CO2",10,"ENE",152634.662847771,"kt"
2100,"CO2",11,"ENE",152577.696049755,"kt"
2100,"CO2",12,"ENE",165358.134930561,"kt"
2100,"CO2",1,"IND",536152.290608696,"kt"
2100,"CO2",2,"IND",491235.277475718,"kt"
2100,"CO2",3,"IND",525007.003498446,"kt"
2100,"CO2",4,"IND",523004.206014887,"kt"
2100,"CO2",5,"IND",527577.417895909,"kt"
2100,"CO2",6,"IND",516365.594882406,"kt"
2100,"CO2",7,"IND",524147.468810794,"kt"
2100,"CO2",8,"IND",533577.781378486,"kt"
2100,"CO2",9,"IND",501432.682575693,"kt"
2100,"CO2",10,"IND",537007.730463601,"kt"
2100,"CO2",11,"IND",515537.74986153,"kt"
2100,"CO2",12,"IND",543867.628633831,"kt"
2100,"CO2",1,"TRA",399289.122395129,"kt"
2100,"CO2",2,"TRA",360648.239582697,"kt"
2100,"CO2",3,"TRA",399289.122395129,"kt"
2100,"CO2",4,"TRA",386408.828124319,"kt"
2100,"CO2",5,"TRA",399289.122395129,"kt"
2100,"CO2",6,"TRA",386408.828124319,"kt"
2100,"CO2",7,"TRA",399289.122395129,"kt"
2100,"CO2",8,"TRA",399289.122395129,"kt"
2100,"CO2",9,"TRA",386408.828124319,"kt"
2100,"CO2",10,"TRA",399289.122395129,"kt"
2100,"CO2",11,"TRA",386408.828124319,"kt"
2100,"CO2",12,"TRA",399289.122395129,"kt"
2100,"CO2",1,"RCO",199348.395646995,"kt"
2100,"CO2",2,"RCO",166576.113381807,"kt"
2100,"CO2",3,"RCO",168989.102866895,"kt"
2100,"CO2",4,"RCO",145056.6307621,"kt"
2100,"CO2",5,"RCO",144188.37259386,"kt"
2100,"CO2",6,"RCO",138495.422058983,"kt"
2100,"CO2",7,"RCO",144289.095583024,"kt"
2100,"CO2",8,"RCO",143879.515432051,"kt"
2100,"CO2",9,"RCO",138266.172124739,"kt"
2100,"CO2",10,"RCO",147581.879702473,"kt"
2100,"CO2",11,"RCO",158290.493804666,"kt"
2100,"CO2",12,"RCO",193663.5079293,"kt"
2100,"CO2",1,"SLV",4293.16698323977,"kt"
2100,"CO2",2,"SLV",3877.69921066818,"kt"
2100,"CO2",3,"SLV",4293.16698323977,"kt"
2100,"CO2",4,"SLV",4154.6777257159,"kt"
2100,"CO2",5,"SLV",4293.16698323977,"kt"
2100,"CO2",6,"SLV",4154.6777257159,"kt"
2100,"CO2",7,"SLV",4293.16698323977,"kt"
2100,"CO2",8,"SLV",4293.16698323977,"kt"
2100,"CO2",9,"SLV",4154.6777257159,"kt"
