"year","em","sector","month","global_total","units"
1900,"CO2","AGR",1,0,"kt"
1900,"CO2","AGR",2,0,"kt"
1900,"CO2","AGR",3,0,"kt"
1900,"CO2","AGR",4,0,"kt"
1900,"CO2","AGR",5,0,"kt"
1900,"CO2","AGR",6,0,"kt"
1900,"CO2","AGR",7,0,"kt"
1900,"CO2","AGR",8,0,"kt"
1900,"CO2","AGR",9,0,"kt"
1900,"CO2","AGR",10,0,"kt"
1900,"CO2","AGR",11,0,"kt"
1900,"CO2","AGR",12,0,"kt"
1900,"CO2","ENE",1,52033.7556593139,"kt"
1900,"CO2","ENE",2,43551.9686013156,"kt"
1900,"CO2","ENE",3,44258.5453146541,"kt"
1900,"CO2","ENE",4,39720.1189449376,"kt"
1900,"CO2","ENE",5,38466.1008824283,"kt"
1900,"CO2","ENE",6,37579.9320270903,"kt"
1900,"CO2","ENE",7,39975.2756536161,"kt"
1900,"CO2","ENE",8,39216.4910914639,"kt"
1900,"CO2","ENE",9,37040.7009621604,"kt"
1900,"CO2","ENE",10,39458.9986704923,"kt"
1900,"CO2","ENE",11,40771.0544969152,"kt"
1900,"CO2","ENE",12,48898.3062644281,"kt"
1900,"CO2","IND",1,80108.3161367304,"kt"
1900,"CO2","IND",2,72391.0242250689,"kt"
1900,"CO2","IND",3,72243.0874216182,"kt"
1900,"CO2","IND",4,69987.934773134,"kt"
1900,"CO2","IND",5,60542.4674872252,"kt"
1900,"CO2","IND",6,54840.1809799687,"kt"
1900,"CO2","IND",7,52716.1280274231,"kt"
1900,"CO2","IND",8,56668.1870126343,"kt"
1900,"CO2","IND",9,54764.9114535619,"kt"
1900,"CO2","IND",10,64494.5264724364,"kt"
1900,"CO2","IND",11,69950.3000099307,"kt"
1900,"CO2","IND",12,80147.2053920406,"kt"
1900,"CO2","TRA",1,10725.1228372008,"kt"
1900,"CO2","TRA",2,9687.20772392335,"kt"
1900,"CO2","TRA",3,10725.1228372008,"kt"
1900,"CO2","TRA",4,10379.151132775,"kt"
1900,"CO2","TRA",5,10725.1228372008,"kt"
1900,"CO2","TRA",6,10379.151132775,"kt"
1900,"CO2","TRA",7,10725.1228372008,"kt"
1900,"CO2","TRA",8,10725.1228372008,"kt"
1900,"CO2","TRA",9,10379.151132775,"kt"
1900,"CO2","TRA",10,10725.1228372008,"kt"
1900,"CO2","TRA",11,10379.151132775,"kt"
1900,"CO2","TRA",12,10725.1228372008,"kt"
1900,"CO2","SLV",1,57.6661463544194,"kt"
1900,"CO2","SLV",2,52.0855515459272,"kt"
1900,"CO2","SLV",3,57.6661463544194,"kt"
1900,"CO2","SLV",4,55.805948084922,"kt"
1900,"CO2","SLV",5,57.6661463544194,"kt"
1900,"CO2","SLV",6,55.805948084922,"kt"
1900,"CO2","SLV",7,57.6661463544194,"kt"
1900,"CO2","SLV",8,57.6661463544194,"kt"
1900,"CO2","SLV",9,55.805948084922,"kt"
1900,"CO2","SLV",10,57.6661463544194,"kt"
1900,"CO2","SLV",11,55.805948084922,"kt"
1900,"CO2","SLV",12,57.6661463544194,"kt"
